clean_content,sentimen
good,positif
mending pake aplikasi belah update mulu promo kaga,negatif
lot payah,netral
smoga bnyk org yg baca jgn rating resto cm dr segi rating ya gais baca reviewnya driver tu dominasi performa rating resto tdk alas knp nilai buruk ttg resto bnyk milik resto kerja sambil driver bertanggungjawab dg rating yg resto saing bisnis jatuh saing milik resto dear gojek baik ttg bijak ratingnya trims,positif
bantu,positif
lambat,negatif
bantu,positif
mantap banget aplikasi gojek,positif
layan cs nya lambatt nama ellen udh lapotan bantu udah menit gak respon,negatif
apikasi sampah,negatif
titik kordinat akurat atur dn gara sya jdi cekcok pesan gofood krna titik tolong d baik yg awam orng yg pakai lbh mudah lgi tentu titik kordinat otomatis,negatif
oke,positif
apl gajelas gw gapesen tb dtg mknan,negatif
mantab sedia,positif
kendara bersih,positif
bagus,positif
ngebantu pulang berangkat aktivitas,positif
bagus,positif
ok nyaman,positif
good,positif
bagus layan sopan komunikasi moga rejeki nya lancar sehat sell,positif
atribut disiplin system cermin kwalitas apk jasa percaya baik indonesia,positif
good,positif
super mantapp,positif
the best,positif
aman nyaman,positif
terimakasih anter rumah,positif
produk nya jelek banget besok kepala baagi uang tidur nongkrong,negatif
bikin kode pake go transite sulit hidup gps tinggal ketik stasiun stasiun kalo mepet gak cetak cepat,negatif
gojek murah banding aplkasi laincepat bagus,positif
kemaren order cari supir ga sampe ngabisin quota ngabisin batre,netral
driver ramah,positif
pesan gofood nyari drivernya bgt udah jam nunggu,netral
oke bagus,positif
kereen,positif
bagus,positif
aplikasi mudah nyaman,positif
udah w minggu gak transaksi,negatif
layan aman,positif
good aplikasisdh langgan pakai gojek ya ksh promo,positif
nggak upragade,positif
tolong promo pakai aplikasi depan,positif
gojek suka anehkalo ngasih driver suka titik jemputbikin makan kalo buru buru,netral
bantu mana aja,positif
lom mengecewaken pokok e,positif
driver malas,positif
aplikasi tolol promo rugi driver,negatif
baik,positif
ok,positif
banyak diskon nya,positif
ok,positif
bantu drivernya ramah,positif
dapet potong alhamdulillah terimakasih gojek,positif
oke sipp,positif
muas,positif
bagus,positif
muantap,positif
kasih limite paylatter jelasss,negatif
pokok aplikasi guna yg mager biarin bintang bicara,positif
limit bayar naek turun drastis ga bayar telat hadeh,negatif
kntol,negatif
josssssss,positif
aplikasi rusak gopay blokir saldo da komplain tanggap nya gak masuk akal,negatif
bantu dng ada gojek inismoga gojek smakin majujaya,positif
go broooooookkk,negatif
mantapppp,positif
bagus muas,positif
bagus mudahmudahan,positif
makann nya enak udah langgan driver nya,positif
keren,positif
am so happy,positif
order gofood mager bantu tinggal klik bayaaaar,positif
kecewa pesan gocar driver jemput selesai jalan tumpang gopay potong kembali lapor tanggap aplikasi solusi kendala kali ulang lapor endingnya transaksi hasil lapor driver jemput aplikasi bilang kembali hari selesai,negatif
bantu,positif
aplikasi penghisap darah mitra,negatif
mantap gojek,positif
ketemu si abang yg muter jalan blok komplek rumah yg gw tuju portal,positif
gojek bantu,positif
ga ganti alamat pesan gofood ga mode keluh nasabah,negatif
ad go food bandar lampung mudah pesan makan trmksh gojek,positif
mulail sy tutup aplikasi tutup kun ribet jam tgl sy tutup,negatif
gojek mantap kendala langsung cepat tanggap tahan,positif
kalo komplain mana ya ka nya fitur ngga buka yg mesti bayar,positif
ngasih driver hadehhhhh prematur mapsnya driver dideket males kali ngambilnya baik fitur pilih driver deket kalo tolak drivernya masalah,negatif
drivernya sopan langgar lampu merah bahaya guna jalan,negatif
cepat mud yaa,positif
gojek sekali pakai gopay murahh love itt,positif
bantu,positif
fitur goride hemat hilang ya gak ngapangapain loh,positif
mantap,positif
good,positif
good,positif
oke,positif
paket hilang lapor tanggap,negatif
alhamdulillah,positif
aplikasi error titik jemput sesuai,negatif
bagus,positif
ok,positif
order tdk,negatif
good,positif
beli ongkir ey,positif
aplikasi ojek online percaya drivernya bagus layan mantap depan upgarde aplikasi,positif
memudahkn klo lgi mageran,positif
kalo ujan emang susah ya dpt driver nya dr motor smpe mobil,negatif
driver susah cancel krim gosend bnyak yg cancel,netral
bagus banget aplikasi nyaa,positif
gercep mud jga sopan mantap,positif
bodo bodo email saldo gopay minus rb jelas emang bangkurt gojek,negatif
mana susah mahal karna hemat area kabupaten malang gak,negatif
aman damai,positif
barangdompet tinggal mobil pelat mobil wxv,negatif
kalo kasih titik sesuai alamat elo yg ngaco gw yg rating jelek sm driver elo reseqnya driver elo ga gw ksh rating jelek kasihan lihat jejak gw dwh apl gw rajin tips diskon gwbatalkan driv elo sih paham iy emang gojek jk kasih titik ngaco lha napa rating gw jelek gw ogah pake gojek tnyata titik apl sbelah lbh akurat lbh murah gopay tpd gw alih dompet digital suami anak temensodara gw arah alih apl,negatif
bagus,positif
mudah gojek thanks simple,positif
mantap,positif
saldo top up masuk payahh,negatif
mantaap,positif
gua mah ga pake fitur antar express reguler ekonomis dah ga yg jamin datang udh sen express datengnya telat sen yg ekonomis cepet ga pake fitur ga ah,netral
bagus,positif
bantu,positif
sanggat bantu,positif
god nice pervek sesuai ekspektasi moga jaya trus gojek nkri,positif
goks,positif
ok bagus,positif
promo,positif
mudah gojek,positif
amanah,positif
ramah ramah drivernya,positif
trmksh,positif
salah top up angka no gopay yg ga aktif tolong bantu kembali uang,negatif
nawarin gopay pinjam limit udah ngajuin tp tolak gak niat nawarin gak dana,negatif
layan gocar nya bagus,positif
baca lokasi doang tolol banget,negatif
ad gojek gak ribet cepat urus yg pergi bantu gojek,positif
bantu,positif
alhamdulillah bantu diskon mudah proses,positif
ok,positif
gak sih jarak jemput lebih jarak,positif
good pokona mah,positif
ok,positif
driverya gasopan maps salab truz gabisa dicacel harga mahal,negatif
oke fast respon,positif
great gojeg,positif
bagus,positif
pakai gojek bantu ngejar,positif
puas aplikasi gojek,positif
mantap gan,positif
mantap,positif
bagus,positif
mudah pasang,positif
ok,positif
sikap driver yg ramah sopan bikin langgan aman terimakasih pakbu driverojek online karna tuju sehat,positif
sesuai plat nomor aman,positif
moga sukses slalubermangfaat bgi orang,positif
tolong terima sen otomatis dimatiin aja sen gocar driver anter buang hubung driver yg resah,netral
lancar apknya belah besar make memoryini ngirit simpan,positif
bagus,positif
aplikasi bagus,positif
ok,positif
mudah simple,positif
kalo va cepat tanggap,negatif
ok,positif
mantap,positif
ahli bawa motor sim,positif
bantu ongkir gojek maha trs gofood,positif
murah cepat,positif
tunggu jam batal apl,negatif
nyaman aja gojek,positif
aplikasi gopay pinjam gajelas udah lunasin udah lgsg ngebom gilir ajuin pinjam tolak gajelas bgt asli kecewa sih,netral
kasi voucher go ride hemattapi sedia goride hemat areatolong kakdibuat bagus promonya,netral
gacorin donk mitra driver gojek,positif
bagus,positif
aplikasi gojek murah indonesia,positif
manja castamerpromo joranorang bodoh bikin program expayed costamer semutsemut jgn slalu gulabooooidoh,negatif
bae bat anjay abang nya,positif
kecewa ambil pinjam ad riwayatgak berkah kau ku akhirat,negatif
menu bantu ga mending hapus aja menu bantu,positif
pasang,positif
direspon sering direspon dicancel klw malam ambil olderan jgn aktif na user suruh nunggu chat cancel,negatif
gojek andal,positif
lot klo top up mandiri e money,negatif
baguss banget sih bantu pas bingung cari kendara nyari makan ga kendara,positif
senang aplikasi gojek mudah orang mager kayak,positif
sulit cari nafkah gojek deiver nambah layak kerja,negatif
ok,positif
percaya,positif
mantap top,positif
suka degan aplikasi inikemna tuh enak tmbh suka banyk diskonsukses slelalu aplikasi gojek,positif
pesan makan rp pakai cash cash gimna paksa top up tolong evaluasi,negatif
aplikasi bantu guna,positif
lanjut juang gojek jalan sejahtera drivernya,positif
mantap,positif
balikin saldo cs nya gaada jelas bantuin bikin ribet,negatif
aplikasi goblog aplikasi tolol kikir aplikasi tukang korupsi,negatif
diskon,positif
mantulity,positif
mudah praktis promo nya,positif
ok banding transportasi,positif
bantu sya pergi,positif
tingkat layan sikap adil driver customer,positif
aplikasi berat lot susah chat driver sen proses resto karna order masuk delay,negatif
cari alamat online titik koordinat driver nya yg alam bayar mahal mahal suruh jemput tetangga beda blok kimbek,negatif
mantap,positif
ok,positif
in delay apk nyaa,positif
praktis,positif
harga aplikasi argo pakai bluebird bayar harga argo aplikasi,negatif
bantu,positif
keren,positif
batal voucher godine in saldo refund masuk skrg aplikasi tulis status hasil komplain customer service ga kasih solusi nyebelin banget,negatif
mantap,positif
bagus,positif
mudah jalan,positif
jalan yg senang,positif
bantu,positif
mantap,positif
bagus banget dapet penngemudinya ramah,positif
bantu,positif
baik sih,positif
pakai gojek utk butuh apa,positif
gojek ramah,positif
lumayan baik gps lokasi ya biar driver jemput langsung informasi ketemu kadang kali arah driver titik lokasi jemput thanks good aplication,positif
min emang pungli ya min,negatif
aman nyaman,positif
nice,positif
tolong baik sistem nya pesan kali double driver kasihan driver nya dua sistem belakang sistem bagus ko kacau sihh,positif
bagus,positif
mantap deh gojek maju truss,positif
batu,positif
praktis,positif
jossjiss,positif
good service,positif
cepat,positif
baik sukses gojek indonesia,positif
wntarnarn,positif
good job,positif
manfaat,positif
gajelasakun blokir ga kepastianlama gajelas,negatif
mantap,positif
bagus,positif
riba apaapa serba uang,negatif
ga masuk app ribet,negatif
habis update susah nentukan titik lokasi penjemputanpengantaran jarak titik lokasi a nama lokasi tera b beda meter kasihan drivernya,negatif
moga gojek kembang n inovasi driver n langgan bahagia n manfaat,positif
mantap,positif
mantap,positif
udah gak kayak dulusekarang melempem jek,positif
transfortasi yg efesien kmn g kendara gojek mantulg duany dr sukses,positif
mantap,positif
gercep,positif
bagus layan,positif
mantap,positif
bantu yg gak bawa motor,positif
sengaja pesan batal pdhl langsung komplain batal,negatif
mohon diupdate bunyi notifikasi chat driver,positif
mayan jemput,positif
bagus,positif
hujan gak driver,negatif
aplikasi nyusahin ya isi saldo ewalet kena potong admin gilir udah masuk gopay aja potong admin bolak konter bikin rugi aja banyak bayar admin,negatif
bagus,positif
download nya,negatif
sen gojek tara pakai santet nasi perut,positif
konsumentcustomer yg mes goride tolong paham jdikan keprimanusiannya banyak customer order buru enak nya censel alas appun ga tau betapa oerderan yg censel tercenselnya order tsb menghambatsulit driver untk order faktor tsb terjdi milik primanusiaan alangkah baik bicara sopan batal order,negatif
gopay pinjam aneh aplikasi ga,negatif
tambahin metode bayar pake dana min,netral
kecewa gojek mana kantor gojek aktif akun gojek ikut sistem mjd aceng karna kenal ojol usaha narik keluh nya motor rusak hasil narik cukup biaya servis motor dengar manusiawi,negatif
tipu tipu langgan gojek plus diskon rangin mending ga langgan,negatif
driver ramah sabar,positif
good,positif
recomandet,positif
dar saran aja si driver driver gogle map nyalain map nya ngebaca liat mana posisi nya apk nya bagus kece parah,positif
halo gojek kasih masuk kasih ingat order kadang customer sengaja order ulang order rugi driver nya,positif
senang,positif
muas,positif
klik order ngorder,negatif
bantu butuh ojek,positif
bagus,positif
gocar tek kasih harga driver pake otk ajg nganter menit bayar matane suwek,negatif
kali coba login gagal alas datawifi mati koneksi internet lancar data wifi,negatif
mantap,positif
karya anak bangsa,positif
baguss,positif
layan cepat ramah,positif
mantap,positif
aplikasi gajelas internet nyala kuota topup terang internet nyala tll emang,negatif
gak tau sistem masalah kali pesan gojek estimasi mnt mnt driver gak gerak tolong baik ya telat karna gojek karna salah platform online driver baik kecewa,negatif
terimakasih yg antar,positif
ganti nomor rena tolong bantu ya,negatif
cepat murah,positif
tolong terima kasih go jek kau mitra jalan semangat sehat kasih bintang driver lho salam sehat nuwun,positif
akun blokir alas penyalahgunaan promo cs detail penyalahgunaan salah customer manfaat promo gojek yg tawar program gojek plus customer ga manfaat promo tawar ngapain gojek bikik program gojek plus benefit promo yg kalah operator,negatif
bantu,positif
baguss bangett,positif
sdh bagus kadang bingung biaya tangan ituu apaaa lbh mahal dr biaya drivernyaaa,positif
bintang umtuk aplikasi fitur go transit top up gopay bayar bank error muncul notifikasi periksa koneksi jaring jaring g full bar karna top up beli tiket commuter line fitur go transit tinggal kereta telat masuk kerja,negatif
tolong pilih order jalan tol jalan pilih jalan sistem tentu argonya,negatif
sngat bantu,positif
layan cepat murah,positif
caper lg mesen suruh updet gtw,negatif
sayang sy blm gopay later,positif
aman pilih rute sikap driver ramah jalan suka promosi gojek hemat senang jalan,positif
mantapp,positif
bantu hari,positif
mantul,positif
gofood tolong baik sistem cari drivernya jgn jam batas menit aja lwt dr menit tdk dpt driver batal otomatis jd customer tdk tunggu resto tdk kena imbas kalo notif pemberitahuan customer ya klik pesan makan cari driver mohon tunggu jgn gambar orang lg masak yg lg masak konsekuensi resto yg kena cari driver,negatif
top,positif
aplikasi gk akun rajin jarang kasih order an gilir akun yg suka sortil cencel masuk order an nya parahhh,negatif
good,positif
good,positif
bagus,positif
ok,positif
good,positif
dtipernya ramah,positif
stok bang face itukm aja nya maaf iler ya,negatif
ngeselin bgt udh renti langgan gojek plus tpi saldo ttp potong pgn bgt ngomong kasar sm apk udh langgan diskon cm dpt ga ikhlas bgt klo bintang jelek dri sy bkl ksh apk,negatif
ok,positif
bagus,positif
puas,positif
manfaat,positif
hati kalo pake paylaternya bunga alami mangkin nambah biaya cicil aduh gmana,negatif
mantap,positif
skrng suka pakai ne aplikasi,positif
mantap go pay later tingkat booking system sdh atas joss,positif
gojek sdh colaps habis sdh mitra bisnis mu yg taruh dendam cmn order sakit hati y gpp klo collaps alias pt tutup maaih byk aolikasi cystomer cm manfaat pt gojek tdk lpenting utk tp gw tuntut bangjrut kek gaya olintat plintut pt gojek bodo jjka pesan ride food or other thing selagi duit gw bayar kasihan sih klo collaps pt gojek bhk maling x ga,negatif
gimana sih cs gojek ga gercep banget balas lapor hp tinggal gocar driver nya tarik tumpang tumpang ngambil cs gojek kasih nomor hp tumpang ga kasih ga respon cepat tolong bantu kaya gin,negatif
